"台灣易思資訊科技股份有限公司",1a2x6bk2lv
"雷速網絡科技有限公司",1a2x6bm52e
"台灣塔奇恩科技股份有限公司",1a2x6bl8tc
"美而快電商金融科技股份有限公司",1a2x6bl6m5
"心保股份有限公司",1a2x6blkme
"慧達科技股份有限公司",1a2x6bm51a
"振鈦電子有限公司",1a2x6bl69q
"幣特寶科技有限公司",1a2x6blnne
"太奇雲端股份有限公司",1a2x6bjj3y
"台灣低碳有限公司",1a2x6bjox0
"靖洋科技股份有限公司",bj1wgh4
"葆樺科技有限公司",7ms0hds
"威固精密機械有限公司",1a2x6bl88b
"博敦電子股份有限公司",aq54cmg
"異網資訊股份有限公司",whfw8i8
"琝Q威科技有限公司",1a2x6bl3oi
"瑞澤電子有限公司",ohly234
"辰振工業有限公司",157mdig8
"穩懋半導體股份有限公司",wi42ew8
"來頡科技股份有限公司",oe0cw3k
"永豐太陽能能源有限公司",1a2x6bm4ui
"坤綸科技股份有限公司",61604ps
"統一企業集團_統一資訊股份有限公司",7f454u0
"昱萊股份有限公司",ayj6x6w
"雲端數位科技有限公司",b4wzg5c
"Patriot Memory Inc_博帝科技股份有限公司",coz7wv4
"旭全精密工業股份有限公司",fry39hk
"紅陽科技股份有限公司",wjdmmqg
"(ASML)台灣艾司摩爾科技股份有限公司",1a2x6bkj5x
"小萌科技有限公司",1a2x6bkml9
"安智聯科技有限公司",1a2x6bkzzz
"蒲川國際股份有限公司",1a2x6bl9cn
"匯廉科技有限公司",1a2x6blh5d
"鈺邦科技股份有限公司",cw4ypwg
"得速科技有限公司",cujrvug
"展雋創意股份有限公司",1a2x6bigwz
"崇越科技股份有限公司",aunp60g
"吉鑫國際科技股份有限公司",cj70btc
"Ragic_立即科技有限公司",d92siv4
"傑欣電子股份有限公司",1a2x6bibnz
"馗鼎奈米科技股份有限公司",5xqp0ug
"瑞亞科技有限公司",7pgw6hc
"五強軟體科技股份有限公司",7h6epag
"嘉吉億有限公司",1a2x6bl8ue
"MamiGuide_赤將國際股份有限公司",1a2x6blrgo
"閎碩科技股份有限公司",d0x9lww
"奧洛依科技有限公司",1a2x6blgg5
"凸發科技有限公司",1a2x6bl2ww
"新夥伴科技股份有限公司",odg2mqw
"群閎科技股份有限公司",d0i14jk
"東達科技股份有限公司",10urvwww
"開博科技股份有限公司",12o4zahc
"大中積體電路股份有限公司",1a2x6biad7
"合邦資訊科技有限公司",1a2x6bkaed
"東頂科技股份有限公司",1a2x6blmm5
"SPEEDFAM INC_創技工業股份有限公司",a9408y0
"倉莆股份有限公司",1a2x6blby3
"群琁地理資訊顧問股份有限公司",ayy9dqo
"台灣高美可科技股份有限公司",cx4pl28
"向上集團_向上國際科技股份有限公司",b7j4cx4
"兆富科技有限公司",cjkz4w8
"常利興業股份有限公司",fc2w0hc
"華能平方股份有限公司",1a2x6bkzys
"詮曜股份有限公司",5u19yco
"俊馳材料科技股份有限公司",5ssrl60
"新眾電腦股份有限公司",9rdxpwg
"PChome Online_網路家庭國際資訊(股)公司",7mmueb6
"勤遠科技股份有限公司",1a2x6bjmgi
"時他依麗有限公司",1a2x6bj526
"家盛科技有限公司",1a2x6bjvws
"台灣西思艾軟體股份有限公司",1a2x6bjxay
"鎰振科技股份有限公司",1a2x6bke4n
"OpenNet_開網有限公司",1a2x6bktzn
"程虹通訊行",1a2x6bkubi
"鈕酷樂股份有限公司",1a2x6bl7at
"鈕酷樂股份有限公司",1a2x6bl7at
"百金智能科技股份有限公司",1a2x6bln3i
"廣閎科技股份有限公司",d9gzeu8
"廣興能源科技股份有限公司",1a2x6bkl2f
"義大視覺特效股份有限公司",1a2x6bj15n
"利像科技股份有限公司",1a2x6blr32
"勤友光電股份有限公司",1a2x6bkjpn
"智網通科技股份有限公司",wgwirpk
"愛得電子股份有限公司",ppl3kag
"美商微視科技股份有限公司",1a2x6bi61t
"泰定企業股份有限公司",2765uyg
"煦丞企業有限公司",1a2x6bje5w
"晨碩系統科技股份有限公司",1a2x6blqnq
"炬識科技股份有限公司",1a2x6bj92p
"德周遊戲_亞炫企業股份有限公司",1a2x6bleza
"龍光企業有限公司",7c5xn00
"宏格多媒體設計有限公司",co1tdyw
"美商思佳訊半導體有限公司台灣分公司",10wjivg8
"QuickClick快一點_點點全球股份有限公司",1a2x6bl3er
"遞伊家科技股份有限公司",1a2x6bl9xs
"魔法堂科技股份有限公司",cl07t2o
"詠捷精密有限公司",cixcct4
"統毅實業股份有限公司",13rgbr28
"安展國際有限公司",1a2x6bjh5d
"新加坡商奧德利有限公司台灣分公司",1a2x6bjbpj
"全得資通有限公司",1a2x6bl242
"馬來西亞商紐豹科技有限公司",1a2x6biqzq
"德商_兆鎂新有限公司",bjsrffk
"華南電腦股份有限公司",6fx69bk
"芯創科科技股份有限公司",1a2x6birxc
"龍騰開發設計有限公司",1a2x6bm4xu
"梭特科技股份有限公司",odhxw1k
"金上達科技股份有限公司",wd55i7k
"華南電腦股份有限公司",6fx69bk
"好德科技股份有限公司",9jzpz8o
"新巨企業股份有限公司",9mth68o
"尚奕光學有限公司",1a2x6bjm9i
"芯創科科技股份有限公司",1a2x6birxc
"宇禾視覺形象有限公司",1a2x6bizd5
"虹映科技股份有限公司",1a2x6birf9
"摩揪台灣股份有限公司",1a2x6bj62l
"吉陽能源科技有限公司",1a2x6bjffv
"使丹達資訊股份有限公司",1a2x6blo46
"香港商?利精控科技有限公司台灣分公司",1a2x6blulv
"香港商艾加多科技有限公司台灣分公司",1a2x6blur0
"廣騰系統股份有限公司",1a2x6bl2zh
"有力電子股份有限公司",1a2x6bl8qs
"茗棋科技有限公司",1a2x6bm50r
"烜宇科技股份有限公司",1a2x6bm51t
"羅賓斯科技股份有限公司",1a2x6bm4zj
"禾鑽企業社",1a2x6blpja
"MixerBox_易享科技股份有限公司",1a2x6bifpd
"世選有限公司",1a2x6bkey3
"Wota Lifestyle_沃塔科技股份有限公司",1a2x6bjyu3
"雷普科技股份有限公司",wek5fko
"友宏整合行銷有限公司",1a2x6bi2b5
"日山能源科技有限公司",bi8haug
"三錸企業股份有限公司",1a2x6bj9ig
"鐿亨科技股份有限公司",1a2x6blvp2
"岳展科技有限公司",13lni9fk
"泓陽科技股份有限公司",ddspefc
"康揚企業股份有限公司",adu2zxc
"君主科技_德隆股份有限公司",1a2x6bjhbc
"北美國際股份有限公司",wey395s
"見臻科技股份有限公司",1a2x6bknuk
"雲湧資訊股份有限公司",1a2x6bk09e
"生融新數位科技有限公司",1a2x6bie3c
"銓揚精密有限公司",10tdydhs
"阿爾特數位科技有限公司",cukhzns
"輔翼科技股份有限公司",5y6k9ns
"SPOTCAM CO., LTD_視博網訊股份有限公司",1a2x6bir80
"宇漢電能科技股份有限公司",1a2x6bj3w1
"祐禾科技有限公司",1a2x6bimhu
"信都電子科技股份有限公司",afd7zsw
"致宣有限公司",1a2x6bljym
"月榮科技有限公司",d8vex4w
"沐華實業有限公司",7newu2w
"鴻藤科技有限公司",1a2x6blmgz
"赫揚科技股份有限公司",wgd65s0
"億尚精密工業股份有限公司",10nrunkg
"晶偉電子股份有限公司",5lknqeg
"華唐科技股份有限公司",60lxl54
"泰宏精密電子有限公司",12p5bmsg
"西柏科技股份有限公司",b0i93bs
"美力代電子科技股份有限公司",1a2x6biyeh
"臺灣碩貝德無線科技有限公司",1a2x6biwn6
"宏都國際有限公司",1a2x6binfn
"台灣伽瑪移動數位股份有限公司",1a2x6blmx3
"早安健康股份有限公司",1a2x6birvm
"波比科技有限公司",1a2x6bm4wa
"美力代電子科技股份有限公司",1a2x6biyeh
"美星健康科技有限公司",1a2x6bk0qh
"吃香喝辣科技股份有限公司",1a2x6bk6bo
"佳盛科技有限公司",1a2x6bkytf
"玻音先創科技股份有限公司",1a2x6bli94
"台灣江豐電子材料股份有限公司",1a2x6bla8u
"富宇聯網資訊有限公司",1a2x6blpys
"星暘能源股份有限公司",1a2x6blvhy
"康佐企業社",1a2x6bm1my
"遠傳電信泰山明志二店_希佴資訊有限公司",1a2x6bm3um
"群傑科技股份有限公司",1a2x6bm4u9
"洞察數位科技有限公司",1a2x6bm4s1
"即速股份有限公司",1a2x6bm4xs
"鋐渤科技有限公司",1a2x6bm4xk
"禾鼎科技股份有限公司",1a2x6bkfhs
"永勝雲端有限公司",1a2x6bjr6d
"華杏光電科技股份有限公司",1a2x6bijh1
"金冠科技有限公司",1a2x6bkuw3
"潁政有限公司",1a2x6bk4mv
"晶芯光電股份有限公司",wg3f1cg
"作好數位行銷有限公司",1a2x6bj4gz
"元亨資訊有限公司",1a2x6blhhz
"拍檔科技股份有限公司",auoiknk
"華旗資訊科技有限公司",1a2x6bkrrd
"明風電子企業股份有限公司",13r30bsw
"遠傳電信高雄大樹門市_盈卉通訊有限公司",1a2x6bm00r
"黑快馬股份有限公司",wdj4cu0
"元烽企業有限公司",25qdmaw
"呈威國際有限公司",1a2x6bj7xl
"竤洋媒體科技有限公司",b8fikps
"聯電電器股份有限公司",2731wv4
"超昱光電科技股份有限公司",7ogccvs
"香港商安森美半導體有限公司台灣分公司(ON Semiconductor)",7qnnns0
"羽天國際股份有限公司",1a2x6bm3uu
"凱得國際科技股份有限公司",d2h2p2o
"王聲電子科技有限公司",10qees6g
"鴻創科技股份有限公司",odcjdq8
"英保電腦股份有限公司",whpuplk
"香港商富日科技有限公司",1a2x6bkbho
"百泰齊股份有限公司",10rzzmv4
"清谷電子有限公司",10tmt748
"鈦沅股份有限公司",130f1tbk
"萬事宜股份有限公司",13yqy188
"廣佑科技股份有限公司",12t45jl4
"臺灣可億隆股份有限公司",13najsq0
"好點子數位創意有限公司",1a2x6bi6yk
"瓦諾數位創意股份有限公司",1a2x6bi0ve
"瑞元資訊股份有限公司",1a2x6biwrt
"福盈電子有限公司",1a2x6biva7
"前沿科技股份有限公司",1a2x6bjad3
"瑞鑫科技股份有限公司",1a2x6bjezy
"安茂微電子股份有限公司",1a2x6bjqa6
"?齊科技有限公司",1a2x6bk7jn
"金鼎網路科技有限公司",1a2x6bl5br
"致新生活有限公司",1a2x6bl9qn
"艾立斯科技股份有限公司",1a2x6bl9zl
"鴻益科技有限公司",1a2x6blo5t
"光陣三維科技股份有限公司",1a2x6bkpe9
"宇嵐有限公司",1a2x6bm4b3
"CTW株式?社",1a2x6bm4uz
"旭謙國際有限公司",1a2x6bm4v2
"錡陽實業有限公司",1a2x6bm4vn
"齊鋒娛樂有限公司",1a2x6bm4w6
"清盈科技股份有限公司",7l1yijk
"東捷科技股份有限公司",7kqi1s0
"群立科技股份有限公司",5zmzt1s
"碩益科技股份有限公司",10w5073c
"天邁科技股份有限公司",10sbvtzk
"金石堂網路書店_金石網絡股份有限公司",wjg0q9s
"馬克數位國際有限公司",1a2x6bjozi
"新客資訊有限公司",1a2x6blct0
"貝森碼科技有限公司",1a2x6bl1oa
"汎宇電商股份有限公司",b0vkysg
"晶業科技工程有限公司",1a2x6bi52f
"港灣生活家股份有限公司",1a2x6bjzly
"兆雲智能股份有限公司",olvqx8w
"肯創科技股份有限公司",18jjlz0w
"巨倫通信有限公司",13j6l1ls
"夏恩視訊有限公司",d86pvqg
"台灣貝克工業股份有限公司",ec6pqaw
"理想科研股份有限公司",1a2x6bk7jp
"邑錡股份有限公司",10zyn2v4
"興巨資訊股份有限公司",7hb4ips
"凌群電腦股份有限公司",2a5ju40
"雄獅資訊科技股份有限公司",13kq7dpk
"浤漮科技股份有限公司",1a2x6bkojq
"雙肩智慧股份有限公司",1a2x6bkzah
"BabyHome_競麗國際股份有限公司",112a4ezs
"佳凌科技股份有限公司",wjpd2ao
"奇帥企業股份有限公司",1a2x6biuf4
"躍正國際有限公司",1a2x6bkn5u
"帝聞企業股份有限公司",5a1o73k
"鎰福電子股份有限公司",awpmeso
"上旺科技股份有限公司",ayp0sqw
"聯易科技股份有限公司",dc0meq8
"聯款通股份有限公司",ohuymi0
"文筆網路科技有限公司",oe1bj0g
"麥卡爾科技股份有限公司",10vpdm08
"台技電機股份有限公司",13ws0me0
"喬暘電子股份有限公司",2bxjb9k
"靈知科技股份有限公司",18r2a0io
"網石棒辣椒股份有限公司",1a2x6bi29d
"晶王股份有限公司",7mak2p4
"康普艾節能科技股份有限公司",1a2x6bkaou
"新加坡商銳豹電子有限公司",1a2x6blr78
"QooApp_香港商波子遊戲有限公司台灣分公司",1a2x6bkf0a
"邦立資訊科技有限公司",1a2x6bkq14
"星瑞電子股份有限公司",1a2x6blg9z
"張量科技股份有限公司",1a2x6bm4tg
"新加坡商騰雲方舟有限公司台灣分公司",1a2x6bm4tp
"泓展國際企業有限公司",1a2x6bm4sx
"台容科技股份有限公司",1a2x6bm4na
"PChome Store_商店街市集國際資訊股份有限公司",bjnhgp4
"HiCloud_新加坡商遠豪科技有限公司台灣分公司",1a2x6blrab
"AREA02_台灣娜克阜股份有限公司",1a2x6bkw8k
"長庚國際能源股份有限公司",cr5x83c
"蹦世界數位創意股份有限公司",1a2x6bl7jr
"聯恩電子有限公司",cwrsddk
"奇?科技股份有限公司",1a2x6bkroc
"鋒霖科技股份有限公司",cwddvhc
"科倫數碼股份有限公司",7jc49hc
"群健/豐盟有線電視_順得榮工程有限公司",1a2x6bkf15
"欣統股份有限公司",akpw1c0
"華佑企業股份有限公司",13vc2574
"盛泰科技股份有限公司",15c25xn4
"整隆企業股份有限公司",p2inkw
"艾鍗科技有限公司",ddy4oio
"伯菲特科技股份有限公司",1a2x6bjor8
"宏康科技股份有限公司",cvrb888
"?堅企業有限公司",10uy4h0o
"遠傳海佃特約服務中心_長青電信科技有限公司海佃分公司",1a2x6bkegm
"阿摩科技有限公司",1a2x6bjrv6
"偉傳電訊股份有限公司",7g2wkj4
"雅森科技股份有限公司",10ruc25s
"昆泰電子有限公司",12tzf0k8
"台灣昭和電工貿易股份有限公司",112a6uyg
"云光科技股份有限公司",7fjqge8
"嘉秝資訊工程顧問有限公司",12zldz6w
"社群洞察股份有限公司",1a2x6bky0c
"金鋒綵國際有限公司",1a2x6bie1a
"捷新數位媒體股份有限公司",1a2x6bm4pt
"台星科企業股份有限公司",ctue05k
"台灣江波龍電子有限公司",dcvj4lk
"德商默克在台集團_默克先進科技材料股份有限公司",12qbab1s
"金財通商務科技服務股份有限公司",5tb9l8w
"台灣日酸股份有限公司",18jsud2o
"牧新科技股份有限公司",a5k5mi0
"鼎鉅電子股份有限公司",1a2x6bijsf
"德禮實業有限公司",1a2x6bjgnp
"唯數娛樂科技股份有限公司",1a2x6birnp
"日月光半導體製造股份有限公司中壢分公司",1a2x6bj87f
"ct媒體科技_誠采股份有限公司",1a2x6bkt2a
"萬摩科技有限公司",1a2x6bl0iz
"英屬開曼群島商互動寬頻股份有限公司台灣分公司",1a2x6bm4jq
"RHTW Services Co., Ltd_樂克有限公司",1a2x6bm4l7
"郎將股份有限公司",1a2x6bm4nw
"博聯資訊有限公司",15445ehk
"瑋鑫科技股份有限公司",whwkbwg
"群瑞科技股份有限公司",d76b6js
"台邦企業股份有限公司",1a2x6blng2
"奕晶國際行銷股份有限公司",1a2x6blj6r
"鉅晟數位科技有限公司",biaf4qg
"友嘉科技股份有限公司",18jumgy0
"香港商易革有限公司台灣分公司",1a2x6bjx1q
"為泰科技有限公司",1a2x6bkwrw
"星重力數位科技股份有限公司",1a2x6bm389
"成御股份有限公司",1a2x6bkoij
"ible Technology Inc_鴻辰通訊股份有限公司",1a2x6bkhaa
"巨茂應用材料股份有限公司",1a2x6bjr5c
"宏瀨光電有限公司",1a2x6binte
"超耀通信有限公司",5zgpx3s
"遠業科技股份有限公司",155uuh48
"喬維科技有限公司",154vt2mg
"和沐科技股份有限公司",1a2x6bjkvq
"博精技研股份有限公司",1a2x6bjs8p
"英弗馬訊顧問有限公司",1a2x6bkijm
"橙鋐科技股份有限公司",1a2x6bkw33
"源點資訊軟體有限公司",1a2x6bl5lt
"通盈盛科技有限公司",1a2x6bljbe
"千昀科技股份有限公司",1a2x6bk1a9
"科榮網路資訊有限公司",ddd4np4
"博電電子股份有限公司",cmgc1ts
"美商帝奧微電子有限公司台灣分公司",1a2x6bje85
"聚豐全球股份有限公司",1a2x6bin34
"漂亮數位股份有限公司",1a2x6big55
"怪獸老爸創意文化有限公司",1a2x6blucf
"科思達國際股份有限公司",ckg56ew
"中華網龍股份有限公司",wempj5s
"雲馥數位股份有限公司",1a2x6bk5w4
"百奕工程有限公司",1a2x6birlz
"美佳研發有限公司",1a2x6blthf
"彥翰娛樂有限公司",1a2x6bls1g
"元超國際股份有限公司_TANTRON INTERNATIONAL CORPORATION",5y3toa0
"鴻通海科技股份有限公司",7nj2b94
"康泰智能科技股份有限公司",1a2x6bkep9
"日來能源股份有限公司",1a2x6bm0a4
"長園科技實業股份有限公司",7g1o82w
"佳霖科技股份有限公司",aecqfzs
"富動科技股份有限公司",b7l98o0
"瀚騰科技股份有限公司",bjg2t5s
"尚程資訊有限公司",1a2x6bm4p5
"高雄晶傑達光電科技股份有限公司",14vy7l9s
"亞源科技股份有限公司_ (APD)",1306vxug
"皏菗鴔猼悒鬫陪迨膝q",1a2x6blksk
"瑞太福科技股份有限公司",5ztbpiw
"旺玖科技股份有限公司",7fjpig0
"群特科技股份有限公司",7jpry3k
"錦明集團_錦明實業股份有限公司",aby4oso
"香港商鈞茂電子有限公司",1a2x6bj6sd
"謦鴻科技股份有限公司",1a2x6bjaed
"謦鴻科技股份有限公司",1a2x6bjaed
"遠傳電信特約門市_北大通訊行",1a2x6bk5qi
"因特美有限公司",1a2x6bkvjj
"卡地夫科技有限公司",1a2x6bl33k
"新加坡商寶吉特有限公司台灣分公司",1a2x6blm09
"韓國商特科源有限公司台灣分公司",1a2x6blpru
"富麗煬科技股份有限公司",1a2x6blr7p
"科毅科技股份有限公司",cj8znps
"集盛電子股份有限公司",1a2x6bm4m4
"富灣股份有限公司",akrzs6o
"商之器科技股份有限公司",ag4yoqg
"安富財經科技股份有限公司",1a2x6bkhz9
"Wanbang Digital Energy Pte. Ltd.",1a2x6blznz
"科邦國際企業有限公司",10sw7p7k
"欣南科技有限公司",ap33ezk
"鎧柏科技有限公司",wg2lmpc
"廣承電腦科技有限公司",1a2x6biycr
"聯創材料工程有限公司",1a2x6bjfhs
"品宏通訊有限公司",1a2x6bkuny
"韓國商唯特迪恩股份有限公司台灣分公司",1a2x6bk31z
"乙鈦商業科技有限公司",1a2x6bjusw
"佧德科技股份有限公司",1a2x6bkm2e
"和光光電股份有限公司",1a2x6bl65i
"Lexionlu Design Firm_瑞芙國際設計有限公司",10ztj81c
"維鉅創新應用有限公司",1a2x6bkxps
"暉捷科技股份有限公司",cmogm8g
"頂級全球商務連結科技股份有限公司",1a2x6bleq5
"瓏程企業有限公司",wcmphw0
"寶島陽光再生能源股份有限公司",1a2x6bjsty
"旺捷智能感知股份有限公司",1a2x6bj2z1
"聯合聚晶股份有限公司",wd0ezbk
"瑞馳智庫股份有限公司",1a2x6bm05x
"安德雲科技有限公司",1a2x6blvaw
"銳?科技股份有限公司_RITI  TechnologyINC.",13on3ui8
"台灣泰凌微電子有限公司",ooyqz9s
"宏駿科技股份有限公司",1a2x6biq4c
"元譯實業股份有限公司",13iwffkg
"豐醇科技有限公司",1a2x6bj8lz
"爾灣科技有限公司",1a2x6bltmm
"寰宇宏科技股份有限公司",1a2x6bl308
"愛思強股份有限公司（AIXTRON Taiwan Co., Ltd.）",5votlnc
"兆能科技事業有限公司",wc0kyqg
"欣楓股份有限公司",18nk0yls
"三多利國際有限公司",18ph1wxs
"立達國際電子股份有限公司",bj6q5k8
"NEC_台灣恩益禧股份有限公司",5ok0vgo
"立大資訊網路股份有限公司",cl0mhmg
"金湛媒體科技股份有限公司",1a2x6bjsex
"聯強/OPPO/遠傳門市_宏成通訊企業有限公司",1a2x6bjtzh
"宇信電子有限公司",1a2x6blity
"皇亮科技股份有限公司",oepm54g
"連虹股份有限公司",w39picg
"擎元精密機械股份有限公司",10v2pfag
"泰立網路整合股份有限公司",10vhiplc
"嘉陞國際有限公司",10qkb93k
"泓海科技股份有限公司",10swv314
"鉅侖科技股份有限公司",10xdg8y0
"炘晟科技股份有限公司",1a2x6blueg
"海易科技股份有限公司",1a2x6blw0v
"幣修學分有限公司",1a2x6bm4hq
"幣修學分有限公司",1a2x6bm4hq
"永豐網路平台股份有限公司",1a2x6bm4jj
"樺康智雲股份有限公司",1a2x6bm4ln
"富綠新能源股份有限公司",1a2x6bm4lj
"台灣統明亮科技有限公司",1a2x6bm4kd
"天晶光電科技股份有限公司",1a2x6bm4ks
"MicroAI_One Tech Inc.",1a2x6bm4lc
"謙智機械有限公司",1a2x6bm4ls
"宇鎧科技股份有限公司",1a2x6blba7
"桓銘科技股份有限公司",1a2x6ble5y
"松揚科技有限公司",1a2x6bldue
"頑石國際有限公司",1a2x6bljmn
"華鉅網路股份有限公司",1a2x6bloij
"水碓柒研創有限公司",1a2x6blsip
"炘晟科技股份有限公司",1a2x6blueg
"寧恩科技有限公司",1a2x6blszc
"海易科技股份有限公司",1a2x6blw0v
"加密城市科技股份有限公司",1a2x6blwp6
"韋福電子有限公司",159z1psg
"超詮科技股份有限公司",18jz19rk
"立達信光電集團_立信電子科技有限公司",1a2x6bk127
"洋鑫科技股份有限公司",5w54g6w
"天空八八科技有限公司",1a2x6bkvf3
"極電資訊有限公司",awwaqsw
"衡基科技有限公司",1a2x6bk6n4
"尚谷數位行銷有限公司",1a2x6blfvs
"點映科技股份有限公司",1a2x6blbru
"太磊國際有限公司",1a2x6bim71
"信秉企業有限公司",1a2x6blno0
"鼎強科技股份有限公司",1a2x6bi14a
"中冠資訊股份有限公司",widcrxk
"品叡科技有限公司",1a2x6bkq82
"啟銓科技股份有限公司",1a2x6bktrc
"霍爾媒體有限公司",1a2x6bjr70
"波電企業股份有限公司",25pucmo
"世紀智庫管理顧問股份有限公司 (SmartM)",1a2x6bj7w6
"您好健康網路科技股份有限公司",1a2x6bkkv0
"台灣大哥大虎尾林森店_成采企業有限公司",5v5dow0
"慶泰興科技股份有限公司",cn3zeqw
"鈦思科技股份有限公司",7ms1jyo
"研力數碼科技有限公司",10z6ebgw
"英茂科技有限公司",1a2x6bl8px
"大塚科技股份有限公司",10zlqf8o
"創昕顧問股份有限公司",1a2x6bksol
"大陸商深圳市極致匯儀科技有限公司",1a2x6bipmb
"立乙科技有限公司",18qphwh4
"美商錸創聯有限公司",1a2x6bm15p
"易百益投資有限公司",1a2x6blszy
"粉紅行銷股份有限公司",1a2x6bki0y
"加百裕工業股份有限公司",7h3w268
"福鈴科技有限公司",1a2x6bimpj
"群豐科技股份有限公司",cwvzqg8
"方喬科技股份有限公司",1a2x6bj8x9
"湛橙資訊有限公司",1a2x6bjiy0
"台灣新進國際股份有限公司",wd7x99c
"大谷興有限公司",oe24t0w
"英達科技有限公司",10rwgnvk
"旺昌電子股份有限公司",111p1448
"貝爾網站國際有限公司",10vfwnbc
"訊譜有限公司",1a2x6blu48
"塔台智能網絡股份有限公司",1a2x6blaf5
